sample,reaction,lb,ub
PknF_KO1,FAMPL5,0.0,0.00011405474377035318
PknF_KO1,FAO1,0.0,1000.0
PknF_KO1,FAO10,0.0,1000.0
PknF_KO1,FAO11,0.0,1000.0
PknF_KO1,FAO2,0.0,1000.0
PknF_KO1,FAO3,0.0,1000.0
PknF_KO1,FAS100,0.0,0.0747126436781513
PknF_KO1,FAS120,0.0,0.07471264374874374
PknF_KO1,FAS140,0.0,1000.0
PknF_KO1,FAS160,0.0,0.04241071428575294
PknF_KO1,FAS161,0.0,0.039999999999999404
PknF_KO1,FAS180,0.0,0.10285714285714166
PknF_KO1,FAS181,0.0,0.10983050847457543
PknF_KO1,FAS200,0.0,0.010000000246009336
PknF_KO1,FAS240_L,0.0,0.0018183922973039719
PknF_KO1,FAS260,0.0,0.0018183922973043424
PknF_KO1,FAS80_L,0.0,0.0901408450704229
PknF_KO1,FASPHDCA,0.0,1000.0
PknF_KO1,FASm1601,0.0,1.4012563834330393e-05
PknF_KO1,FASm180,0.0,0.0018739064578312536
PknF_KO1,FASm1801,0.0,1.4012563834339063e-05
PknF_KO1,FASm2001,0.0,1.4012563834339063e-05
PknF_KO1,FASm2002,0.0,8.765001663724332e-05
PknF_KO1,FASm220,0.0,1000.0
PknF_KO1,FASm2201,0.0,1000.0
PknF_KO1,FASm2202,0.0,1000.0
PknF_KO1,FASm240,0.0,1000.0
PknF_KO1,FASm2401,0.0,1000.0
PknF_KO1,FASm2402,0.0,1000.0
PknF_KO1,FASm260,0.0,1000.0
PknF_KO1,FASm2601,0.0,1000.0
PknF_KO1,FASm2602,0.0,1000.0
PknF_KO1,FASm280,0.0,1000.0
PknF_KO1,FASm2801,0.0,1000.0
PknF_KO1,FASm2802,0.0,1000.0
PknF_KO1,FASm300,0.0,1000.0
PknF_KO1,FASm3001,0.0,1000.0
PknF_KO1,FASm320,0.0,1000.0
PknF_KO1,FASm340,0.0,1000.0
PknF_KO1,FBA,-1000.0,1000.0
PknF_KO1,FBP,0.0,2.3499999999999996
PknF_KO1,FCLPA,-1000.0,1000.0
PknF_KO1,FCLT,0.0,1000.0
PknF_KO1,FCLT2,0.0,1000.0
PknF_KO1,FCOAH2,0.0,1000.0
PknF_KO1,FDH,0.0,1000.0
PknF_KO1,FE3Ri,0.0,1000.0
PknF_KO1,FETRANS,-1000.0,1000.0
PknF_KO1,FHL,0.0,1000.0
PknF_KO1,FMNAT,0.0,1000.0
PknF_KO1,FOLD3,0.0,9.022475928553926e-06
PknF_KO1,FOLR2,0.0,1000.0
PknF_KO1,FOMETR,-1000.0,1000.0
PknF_KO1,FORMCOAL,-1000.0,1000.0
PknF_KO1,FRD,0.0,1000.0
PknF_KO1,FRD2,0.0,1000.0
PknF_KO1,FRD3,0.0,1000.0
PknF_KO1,FRRPPDIMAS,0.0,1000.0
PknF_KO1,FTHFCL,0.0,1000.0
PknF_KO1,FTHFD,0.0,1000.0
PknF_KO1,FUM,-0.5179166668186781,0.9249999999999998
PknF_KO1,FUMt2r,-1000.0,1000.0
PknF_KO1,G16MTM1,0.0,1000.0
PknF_KO1,G16MTM10,0.0,1000.0
PknF_KO1,G16MTM2,0.0,1000.0
PknF_KO1,G16MTM4,0.0,1000.0
PknF_KO1,G16MTM5,0.0,1000.0
PknF_KO1,G16MTM6,0.0,1000.0
PknF_KO1,G16MTM7,0.0,1000.0
PknF_KO1,G16MTM8,0.0,1000.0
PknF_KO1,G16MTM9,0.0,1000.0
PknF_KO1,G1PACT,0.0,1000.0
PknF_KO1,G1PTT,0.0,1000.0
PknF_KO1,G1SATi,0.0,1000.0
PknF_KO1,G3PAT160,0.0,1000.0
PknF_KO1,G3PAT190,0.0,1000.0
PknF_KO1,G5SADs,0.0,1000.0
PknF_KO1,G5SD,0.0,1000.0
PknF_KO1,G5SD2,0.0,1000.0
PknF_KO1,G6PDH2,0.0,1000.0
PknF_KO1,GALFT,0.0,1000.0
PknF_KO1,GALKr,0.0,0.0
PknF_KO1,GALT,-1000.0,1000.0
PknF_KO1,GALUi,0.0,1000.0
PknF_KO1,GALt2,0.0,0.0
PknF_KO1,GAPD,-1000.0,1000.0
PknF_KO1,GARFT,0.0,1000.0
PknF_KO1,GCCa,0.0,1.0
PknF_KO1,GCCb,0.0,1000.0
PknF_KO1,GCCc,0.0,1000.0
PknF_KO1,GF6PTAr,-1000.0,1000.0
PknF_KO1,GFUCS,0.0,1000.0
PknF_KO1,GGLUCT2,0.0,1000.0
PknF_KO1,GHMT2,0.0,1000.0
PknF_KO1,GK1,-1000.0,1000.0
PknF_KO1,GLCabc,0.0,1000.0
PknF_KO1,GLGC,0.0,1000.0
PknF_KO1,GLNS,0.0,2.35
PknF_KO1,GLNSP1,0.0,1000.0
PknF_KO1,GLNSP2,0.0,1000.0
PknF_KO1,GLNSP3,0.0,1000.0
PknF_KO1,GLU5K,0.0,1000.0
PknF_KO1,GLUCYS,0.0,1000.0
PknF_KO1,GLUDC,0.0,0.8000000000002557
PknF_KO1,GLUDx,-1000.0,1000.0
PknF_KO1,GLUPRT,0.0,0.012780752552187007
PknF_KO1,GLUR,-1000.0,1000.0
PknF_KO1,GLUSy,0.0,1000.0
PknF_KO1,GLUt2r,-1000.0,1000.0
PknF_KO1,GLXO1,0.0,1000.0
PknF_KO1,GLYBabc,0.0,1000.0
PknF_KO1,GLYC3Pabc,0.0,0.0
PknF_KO1,GLYCK,0.0,1000.0
PknF_KO1,GLYCL,0.0,1000.0
PknF_KO1,GLYCTO1,0.0,1000.0
PknF_KO1,GLYCTO2,0.0,1000.0
PknF_KO1,GLYCTO3,0.0,1000.0
PknF_KO1,GLYCTO4,0.0,1000.0
PknF_KO1,GLYCt,-1000.0,1000.0
PknF_KO1,GLYK,0.0,1000.0
PknF_KO1,GLYt2r,-1000.0,1000.0
PknF_KO1,GMAND,0.0,1000.0
PknF_KO1,GMPS2,0.0,1000.0
PknF_KO1,GMT1,0.0,1000.0
PknF_KO1,GND,0.0,1000.0
PknF_KO1,GPDDA2,0.0,0.23703703703703694
PknF_KO1,GRTT,-6.948499161650572e-13,0.030053695009842965
PknF_KO1,GSNK,0.0,1000.0
PknF_KO1,GTHOr,-1000.0,0.0
PknF_KO1,GTHRDt2,0.0,1000.0
PknF_KO1,GTHS,0.0,1000.0
PknF_KO1,GTMLT,0.0,1000.0
PknF_KO1,GTPCI,0.0,9.022475928557031e-06
PknF_KO1,GTPCII,0.0,1000.0
PknF_KO1,GTPCII2,0.0,1000.0
PknF_KO1,GTPDPK,0.0,0.783333333333335
PknF_KO1,GTPH1,0.0,1.1750000000000025
PknF_KO1,GUACYC,0.0,1.1749999999999998
PknF_KO1,GUAD,0.0,1000.0
PknF_KO1,GUAPRT,0.0,1000.0
PknF_KO1,H2CO3D,-1000.0,1000.0
PknF_KO1,H2CO3TP,-1000.0,1000.0
PknF_KO1,H2Ot,-1000.0,1000.0
PknF_KO1,H2St1,0.0,1000.0
PknF_KO1,H2td,-1000.0,1000.0
PknF_KO1,HCO3E,-1000.0,1000.0
PknF_KO1,HCYSMT,0.0,1000.0
PknF_KO1,HDCAt2,0.0,1000.0
PknF_KO1,HEX1,0.0,1000.0
PknF_KO1,HISTD,0.0,0.09746192893401019
PknF_KO1,HISTP,0.0,1000.0
PknF_KO1,HISt2r,-1000.0,1000.0
PknF_KO1,HMBS,0.0,1000.0
PknF_KO1,HMPK1,0.0,1000.0
PknF_KO1,HMPK2,0.0,1000.0
PknF_KO1,HMPK3,0.0,1000.0
PknF_KO1,HMPK4,0.0,1000.0
PknF_KO1,HOPNTAL,0.0,0.0
PknF_KO1,HPPK,0.0,9.022475928556293e-06
PknF_KO1,HPPK2,0.0,9.022475928556293e-06
PknF_KO1,HSDy,-1000.0,0.0
PknF_KO1,HSERTA,-1000.0,1000.0
PknF_KO1,HSK,0.0,1000.0
PknF_KO1,HSST,0.0,1000.0
PknF_KO1,HSTPT,0.0,0.0974619289339873
PknF_KO1,HXPRT,0.0,1000.0
PknF_KO1,ICDHy,0.0,1000.0
PknF_KO1,ICHORSi,0.0,1000.0
PknF_KO1,ICL,0.0,1000.0
PknF_KO1,ID3ACALDt,-1000.0,1000.0
PknF_KO1,IG3PS,0.0,0.09746192904378859
PknF_KO1,IGAMD,0.0,1000.0
PknF_KO1,IGPDH,0.0,1000.0
PknF_KO1,IGPS,0.0,1000.0
PknF_KO1,ILETA,-1000.0,1000.0
PknF_KO1,ILEt2r,-1000.0,1000.0
PknF_KO1,IMPC,-1000.0,1000.0
PknF_KO1,IMPD,0.0,1000.0
PknF_KO1,INDPYRD,-1000.0,1000.0
PknF_KO1,INSH,0.0,1000.0
PknF_KO1,INSK,0.0,1000.0
PknF_KO1,IPDDI,-1000.0,1000.0
PknF_KO1,IPDPS,0.0,1000.0
PknF_KO1,IPMD,0.0,1000.0
PknF_KO1,IPPMIa,-1000.0,1000.0
PknF_KO1,IPPMIb,-1000.0,1000.0
PknF_KO1,IPPS,0.0,0.2909090909090909
PknF_KO1,KARA1i,0.0,1000.0
PknF_KO1,KARA2i,0.0,1000.0
PknF_KO1,Kabc,0.0,1000.0
PknF_KO1,Kt3r,-1000.0,0.0
PknF_KO1,LACZ,0.0,1000.0
PknF_KO1,LCTSabc,0.0,0.0
PknF_KO1,LDH_L,-1000.0,1000.0
PknF_KO1,LEUTA,-1000.0,1000.0
PknF_KO1,LEUt2r,-1000.0,1000.0
PknF_KO1,LO,0.0,1000.0
PknF_KO1,LPLIPAL2E160,0.0,1000.0
PknF_KO1,LPLIPAL2E180,0.0,0.0
PknF_KO1,LYSt5r,-1000.0,1000.0
PknF_KO1,L_LACD,0.0,3.2
PknF_KO1,L_LACD2,0.0,9.133333333333331
PknF_KO1,L_LACD3,0.0,9.133333335717973
PknF_KO1,L_LACt2r,-1000.0,1000.0
PknF_KO1,L_LACt3,0.0,1000.0
PknF_KO1,MALS,0.0,3.1333333333333333
PknF_KO1,MALT,0.0,1000.0
PknF_KO1,MALTHPabc,0.0,1000.0
PknF_KO1,MALTabc,0.0,1000.0
PknF_KO1,MALt2r,-1000.0,1000.0
PknF_KO1,MAN1PT,0.0,1000.0
PknF_KO1,MAN1PT2,0.0,1000.0
PknF_KO1,MAN6PI,-1000.0,1000.0
PknF_KO1,MANAT1,0.0,1000.0
PknF_KO1,MANAT2,0.0,1000.0
PknF_KO1,MANAT3,0.0,1000.0
PknF_KO1,MCBTS,0.0,6.803168594589185e-09
PknF_KO1,MCBTS2,0.0,7.123090843687741e-09
PknF_KO1,MCBTS3,0.0,0.0
PknF_KO1,MCD,0.0,1000.0
PknF_KO1,MCOATA,0.0,0.38400000000012297
PknF_KO1,MDFDH,-1000.0,1000.0
PknF_KO1,MDH,-1000.0,1000.0
PknF_KO1,ME1,0.0,1000.0
PknF_KO1,MECDPDH,0.0,1000.0
PknF_KO1,MECDPS,0.0,0.12053628469099348
PknF_KO1,MEOHt2,-1000.0,1000.0
PknF_KO1,MEPCT,0.0,0.12053734146186826
PknF_KO1,METAT,0.0,1000.0
PknF_KO1,METOX1s,0.0,1000.0
PknF_KO1,METOX2s,0.0,1000.0
PknF_KO1,METS,0.0,1000.0
PknF_KO1,METSOXR1,0.0,1000.0
PknF_KO1,METSOXR2,0.0,1000.0
PknF_KO1,METabc,0.0,1000.0
PknF_KO1,MGt5,-1000.0,1000.0
PknF_KO1,MHPGLUT,0.0,0.0
PknF_KO1,MI1PP,0.0,0.6166666666666666
PknF_KO1,MI1PS,0.0,0.0001475727917416523
PknF_KO1,MI3PP,0.0,0.00014757279174167984
PknF_KO1,MMCD,0.0,2.349999999999999
PknF_KO1,MME,-0.23703703703711188,0.0
PknF_KO1,MMM2r,-1000.0,0.0
PknF_KO1,MMSAD1,0.0,0.23703703703703782
PknF_KO1,MMSAD2,0.0,0.0
PknF_KO1,MN6PP,0.0,1000.0
PknF_KO1,MNDNS1,0.0,1000.0
PknF_KO1,MNDNS2,0.0,1000.0
PknF_KO1,MOHMT,0.0,0.010000000000218306
PknF_KO1,MPML,0.0,0.0
PknF_KO1,MSHAMID,0.0,0.0
PknF_KO1,MSHOXH,0.0,1000.0
PknF_KO1,MSHS,0.0,1000.0
PknF_KO1,MTAN,0.0,1000.0
PknF_KO1,MTHFC,-1000.0,1000.0
PknF_KO1,MTHFD,-1000.0,1000.0
PknF_KO1,MTHFR2,0.0,1000.0
PknF_KO1,MTI,-1000.0,1000.0
PknF_KO1,MYC1CYC1,0.0,1000.0
PknF_KO1,MYC1CYC2,0.0,1000.0
PknF_KO1,MYC1CYC3,0.0,1000.0
PknF_KO1,MYC1CYC4,0.0,1000.0
PknF_KO1,MYC1CYC5,0.0,1000.0
PknF_KO1,MYC1M1,0.0,1000.0
PknF_KO1,MYC1M2,0.0,1000.0
PknF_KO1,MYC2CYC1,0.0,1000.0
PknF_KO1,MYC2CYC2,0.0,1000.0
PknF_KO1,MYC2CYC3,0.0,1000.0
PknF_KO1,MYCON1,0.0,0.00019289914618535173
PknF_KO1,MYCON2,0.0,0.00014038680171601925
PknF_KO1,MYCON3,0.0,0.00011410837514636007
PknF_KO1,MYCON4,0.0,2.624972629851102e-05
PknF_KO1,MYCON5,0.0,0.00011405687245091833
PknF_KO1,MYCSacp50,0.0,1000.0
PknF_KO1,MYCSacp56,0.0,1000.0
PknF_KO1,MYCSacp58,0.0,1000.0
PknF_KO1,MYCTR,-1000.0,0.0
PknF_KO1,MYCTR2,0.0,1000.0
PknF_KO1,NADH10,0.0,7.133333333333334
PknF_KO1,NADH2r,-6.400000032034618,1000.0
PknF_KO1,NADH5,0.0,9.133333333334697
PknF_KO1,NADH9,0.0,0.3764705882352941
PknF_KO1,NADK,0.0,1000.0
PknF_KO1,NADS2,0.0,1000.0
PknF_KO1,NADTRHD,0.0,1000.0
PknF_KO1,NAKtr,0.0,1000.0
PknF_KO1,NAPRTr,-1000.0,1000.0
PknF_KO1,NARK,0.0,1000.0
PknF_KO1,NAt3_1,0.0,1000.0
PknF_KO1,NDPK1,-1000.0,1000.0
PknF_KO1,NDPK2,-1000.0,1000.0
PknF_KO1,NDPK3,-1000.0,1000.0
PknF_KO1,NDPK4,-1000.0,1000.0
PknF_KO1,NDPK5,-1000.0,1000.0
PknF_KO1,NDPK6,-1000.0,1000.0
PknF_KO1,NDPK7,-1000.0,1000.0
PknF_KO1,NDPK8,-1000.0,1000.0
PknF_KO1,NH4OHDs,-1000.0,1000.0
PknF_KO1,NH4t,-1000.0,1000.0
PknF_KO1,NNAM,0.0,0.0
PknF_KO1,NNAT,0.0,1000.0
PknF_KO1,NNDMBRT,0.0,1000.0
PknF_KO1,NNDPR,-1.919233041969037e-13,0.00034316482859588946
PknF_KO1,NO,0.0,1000.0
PknF_KO1,NO3R1,0.0,0.0
PknF_KO1,NO3R2,0.0,1000.0
PknF_KO1,NOt,-1000.0,1000.0
PknF_KO1,NPHS,0.0,1000.0
PknF_KO1,NTD1,0.0,1000.0
PknF_KO1,NTD10,0.0,1000.0
PknF_KO1,NTD11,0.0,1000.0
PknF_KO1,NTD2,0.0,1000.0
PknF_KO1,NTD3,0.0,1000.0
PknF_KO1,NTD4,0.0,1000.0
PknF_KO1,NTD5,0.0,1000.0
PknF_KO1,NTD6,0.0,1000.0
PknF_KO1,NTD7,0.0,1000.0
PknF_KO1,NTD8,0.0,1000.0
PknF_KO1,NTD9,0.0,1000.0
PknF_KO1,NTPP2,0.0,1000.0
PknF_KO1,NTPP3,0.0,1000.0
PknF_KO1,NTPP4,0.0,1000.0
PknF_KO1,NTPP5,0.0,1000.0
PknF_KO1,NTPP7,0.0,1000.0
PknF_KO1,NTPP8,0.0,1000.0
PknF_KO1,NTPTP1,0.0,1000.0
PknF_KO1,NTPTP2,0.0,1000.0
PknF_KO1,NTRIR2x,0.0,1000.0
PknF_KO1,NTRIRx,0.0,1000.0
PknF_KO1,NTRIRy,0.0,1000.0
PknF_KO1,O16RHAT,0.0,1000.0
PknF_KO1,O2t,-1000.0,1000.0
PknF_KO1,OCBT,-1000.0,1000.0
PknF_KO1,OCDCAt2,0.0,1000.0
PknF_KO1,OCOAT1r,-2.3871308683630833e-08,0.0
PknF_KO1,OMCDC,0.0,1000.0
PknF_KO1,OMPDC,0.0,1000.0
PknF_KO1,OPAH,-1000.0,1000.0
PknF_KO1,ORNTA,0.0,1000.0
PknF_KO1,ORNTAC,-1000.0,1000.0
PknF_KO1,ORNt,-1000.0,1000.0
PknF_KO1,ORPT,-1000.0,1000.0
PknF_KO1,OXACOAL,-1000.0,1000.0
PknF_KO1,OXCDC,0.0,1000.0
PknF_KO1,OXGDC,0.0,1000.0
PknF_KO1,P5CD,0.0,1.8500000000000025
PknF_KO1,P5CR,0.0,1000.0
PknF_KO1,P5CRx,0.0,1000.0
PknF_KO1,PACt2r,-1000.0,1000.0
PknF_KO1,PANTS,0.0,1000.0
PknF_KO1,PAPA160,0.0,1.85
PknF_KO1,PAPPT1,0.0,1000.0
PknF_KO1,PAPPT2,0.0,1000.0
PknF_KO1,PAPPT3,0.0,1000.0
PknF_KO1,PAPR,-1000.0,1000.0
PknF_KO1,PATS,0.0,1000.0
PknF_KO1,PC,0.0,2.3499999999999996
PknF_KO1,PC11M,0.0,0.0
PknF_KO1,PC17M,0.0,1000.0
PknF_KO1,PC20M,0.0,1000.0
PknF_KO1,PC6AR,0.0,0.0
PknF_KO1,PC6YM,0.0,0.0
PknF_KO1,PC8XM,0.0,1000.0
PknF_KO1,PDE1,0.0,1.175
PknF_KO1,PDE4,0.0,1.175000000000003
PknF_KO1,PDH,0.0,1000.0
PknF_KO1,PDHa,0.0,1000.0
PknF_KO1,PDHbr,0.0,1.0
PknF_KO1,PDHc,0.0,1000.0
PknF_KO1,PDIMAS,0.0,1000.0
PknF_KO1,PDIMAT,0.0,0.0033333334336636353
PknF_KO1,PDX5PO,0.0,0.0
PknF_KO1,PEAMNO,0.0,1000.0
PknF_KO1,PEPCK_re,-2.349999999999488,2.3499999999999996
PknF_KO1,PFK,0.0,1000.0
PknF_KO1,PFL,0.0,1000.0
PknF_KO1,PGAMT,-1000.0,1000.0
PknF_KO1,PGCD,0.0,1000.0
PknF_KO1,PGI,-1000.0,1000.0
PknF_KO1,PGK,-1000.0,1000.0
PknF_KO1,PGL,0.0,1000.0
PknF_KO1,PGLS,0.0,1000.0
PknF_KO1,PGLYCP,0.0,1000.0
PknF_KO1,PGM,-1000.0,1000.0
PknF_KO1,PGMT,-1000.0,1000.0
PknF_KO1,PGPP160,0.0,1000.0
PknF_KO1,PGPP160190,0.0,1000.0
PknF_KO1,PGPP190,0.0,1000.0
PknF_KO1,PGPPT3,0.0,1000.0
PknF_KO1,PGSA160,0.0,1000.0
PknF_KO1,PGSA160190,0.0,1000.0
PknF_KO1,PGSA190,0.0,1000.0
PknF_KO1,PHDCATA,-1000.0,1000.0
PknF_KO1,PHDCAt,-1000.0,1000.0
PknF_KO1,PHETA1,-1000.0,1000.0
PknF_KO1,PHEt2r,-1000.0,1000.0
PknF_KO1,PHTHDLS,0.0,1000.0
PknF_KO1,PHTHDLS2,0.0,1000.0
PknF_KO1,PHTHS,0.0,0.003333333333481884
PknF_KO1,PHTHS2,0.0,0.005000000000222826
PknF_KO1,PHYCBOXL,0.0,1000.0
PknF_KO1,PIabc,0.0,1000.0
PknF_KO1,PLCD,0.0,0.6166666666666666
PknF_KO1,PLIPA1E160,0.0,1000.0
PknF_KO1,PLIPA1E180,0.0,1000.0
PknF_KO1,PMANM,-1000.0,1000.0
PknF_KO1,PMDPHT,0.0,1000.0
PknF_KO1,PMPK,0.0,1000.0
PknF_KO1,PNCDC,0.0,1000.0
PknF_KO1,PNTK,0.0,1000.0
PknF_KO1,PPA,0.0,1000.0
PknF_KO1,PPAtr,-1000.0,1000.0
PknF_KO1,PPBNGS,0.0,1000.0
PknF_KO1,PPCDC,0.0,0.01000000000021818
PknF_KO1,PPCOAC,0.0,1000.0
PknF_KO1,PPDIMAS,0.0,1000.0
PknF_KO1,PPDIMAT,0.0,0.005000003008947168
PknF_KO1,PPDK,0.0,1000.0
PknF_KO1,PPGKr,-1000.0,1000.0
PknF_KO1,PPK2,0.0,1000.0
PknF_KO1,PPNCL3,0.0,0.00999999999999095
PknF_KO1,PPND,0.0,1000.0
PknF_KO1,PPNDH,0.0,0.11162790697679773
PknF_KO1,PPPGO,0.0,1000.0
PknF_KO1,PPTGS,0.0,1000.0
PknF_KO1,PPTGS_TB1,0.0,1000.0
PknF_KO1,PPTGS_TB2,0.0,1000.0
PknF_KO1,PRAGSr,-1000.0,1000.0
PknF_KO1,PRAIS,0.0,0.012780752552739423
PknF_KO1,PRAIi,0.0,0.06336633663373131
PknF_KO1,PRAMPC,0.0,1000.0
PknF_KO1,PRASCS,0.0,0.012775283233019508
PknF_KO1,PRATPP,0.0,1000.0
PknF_KO1,PRDX,0.0,1000.0
PknF_KO1,PREPHACPH,0.0,1000.0
PknF_KO1,PREPPACPH,0.0,1000.0
PknF_KO1,PREPTHS,0.0,1000.0
PknF_KO1,PREPTHS2,0.0,1000.0
PknF_KO1,PREPTTA,-1000.0,1000.0
PknF_KO1,PRFGS,0.0,1000.0
PknF_KO1,PRMICIi,0.0,0.09746192893401029
PknF_KO1,PROD2,0.0,0.3764705886922002
PknF_KO1,PROabc,0.0,1000.0
PknF_KO1,PROt2r,-1000.0,1000.0
PknF_KO1,PRPPS,-1000.0,1000.0
PknF_KO1,PSCVT,0.0,1000.0
PknF_KO1,PSD160,0.0,1000.0
PknF_KO1,PSERT,0.0,1000.0
PknF_KO1,PSP_L,0.0,1000.0
PknF_KO1,PSSA160,0.0,1000.0
PknF_KO1,PTAr,-1000.0,0.0
PknF_KO1,PTPATi,0.0,0.010000000100990718
PknF_KO1,PUNP1,-1000.0,1000.0
PknF_KO1,PUNP2,-1000.0,1000.0
PknF_KO1,PUNP3,-1000.0,1000.0
PknF_KO1,PUNP4,-1000.0,1000.0
PknF_KO1,PUNP5,-1000.0,1000.0
PknF_KO1,PUNP6,-1000.0,1000.0
PknF_KO1,PUNP7,-1000.0,1000.0
PknF_KO1,PYAM5PO,0.0,1000.0
PknF_KO1,PYDXNO,0.0,0.0
PknF_KO1,PYDXO,0.0,0.0
PknF_KO1,PYK,0.0,1000.0
PknF_KO1,PYRDC,0.0,1000.0
PknF_KO1,PYRt2r,-1000.0,1000.0
PknF_KO1,QRr,-1000.0,1000.0
PknF_KO1,QULNS,-1.919233041969037e-13,0.0003431648285958289
PknF_KO1,R05217,0.0,1000.0
PknF_KO1,R05219,0.0,1000.0
PknF_KO1,R05224,0.0,1000.0
PknF_KO1,RBFK,0.0,1000.0
PknF_KO1,RBFSa,0.0,1000.0
PknF_KO1,RBFSb,0.0,1000.0
PknF_KO1,RBK,0.0,1000.0
PknF_KO1,RIBabc,0.0,1000.0
PknF_KO1,RNDR1,0.0,0.00016314627892837668
PknF_KO1,RNDR2,0.0,0.00023115964148484513
PknF_KO1,RNDR3,0.0,0.0003526703957623394
PknF_KO1,RNDR4,0.0,0.00012154053284111992
PknF_KO1,RNTR4,0.0,1000.0
PknF_KO1,RPE,-1000.0,1000.0
PknF_KO1,RPI,-1000.0,1000.0
PknF_KO1,RPPDIMAS,0.0,1000.0
PknF_KO1,RRPPDIMAS,0.0,0.0
PknF_KO1,RZ5PP,0.0,0.0
PknF_KO1,SADH,0.0,1000.0
PknF_KO1,SADT,0.0,0.24372549019615636
PknF_KO1,SDPDS,0.0,1000.0
PknF_KO1,SDPTA,-1000.0,1000.0
PknF_KO1,SERAT,0.0,0.02386363636363552
PknF_KO1,SERD_D,0.0,1000.0
PknF_KO1,SERD_L,0.0,1000.0
PknF_KO1,SERt2r,-1000.0,1000.0
PknF_KO1,SGDS,0.0,1000.0
PknF_KO1,SGSAD,0.0,1000.0
PknF_KO1,SHCHD2,0.0,1000.0
PknF_KO1,SHCHD3,0.0,1000.0
PknF_KO1,SHCHF,0.0,1000.0
PknF_KO1,SHK3Dr,-1000.0,1000.0
PknF_KO1,SHKK,0.0,1000.0
PknF_KO1,SHSL1r,-1000.0,1000.0
PknF_KO1,SHSL4r,-1000.0,1000.0
PknF_KO1,SKMt2,-1000.0,1000.0
PknF_KO1,SOTA,0.0,1000.0
PknF_KO1,SPMS,0.0,1000.0
PknF_KO1,SPODM,0.0,1000.0
PknF_KO1,SSALx,0.0,1000.0
PknF_KO1,SSALy,0.0,1000.0
PknF_KO1,SUCBZL,0.0,1000.0
PknF_KO1,SUCBZS,0.0,1000.0
PknF_KO1,SUCCt2r,-1000.0,1000.0
PknF_KO1,SUCD1i,0.0,1000.0
PknF_KO1,SUCOAS,-1000.0,1000.0
PknF_KO1,SULabc,0.0,1000.0
PknF_KO1,TALA,-1000.0,1000.0
PknF_KO1,TARTD,0.0,1000.0
PknF_KO1,TARTRt7,-1000.0,1000.0
PknF_KO1,TATS,0.0,1000.0
PknF_KO1,TDMS1,0.0,1000.0
PknF_KO1,TDMS2,0.0,1000.0
PknF_KO1,TDMS3,0.0,1000.0
PknF_KO1,TDMS4,0.0,1000.0
PknF_KO1,TDPDRE,0.0,1000.0
PknF_KO1,TDPDRR,0.0,1000.0
PknF_KO1,TDPGDH,0.0,1000.0
PknF_KO1,THDPS,0.0,1000.0
PknF_KO1,THFGLUS,-1000.0,1000.0
PknF_KO1,THMDP,0.0,0.4624999999999998
PknF_KO1,THRD_Lr,0.0,1000.0
PknF_KO1,THRS,0.0,1000.0
PknF_KO1,THRt2r,-1000.0,1000.0
PknF_KO1,THZPSN,0.0,1000.0
PknF_KO1,TKT1,-1000.0,1000.0
PknF_KO1,TKT2,-1000.0,1000.0
PknF_KO1,TMDK1,0.0,1000.0
PknF_KO1,TMDPP,0.0,0.0
PknF_KO1,TMDS,0.0,0.0001215375434610292
PknF_KO1,TMHAS1,0.0,1000.0
PknF_KO1,TMHAS2,0.0,1000.0
PknF_KO1,TMHAS3,0.0,1000.0
PknF_KO1,TMHAS4,0.0,1000.0
PknF_KO1,TMHAS5,0.0,1000.0
PknF_KO1,TMHAS6,0.0,1000.0
PknF_KO1,TMN,0.0,1000.0
PknF_KO1,TMPKr,-1000.0,1000.0
PknF_KO1,TMPPP,0.0,1000.0
PknF_KO1,TPI,-1000.0,1000.0
PknF_KO1,TRDR,0.0,1000.0
PknF_KO1,TRE6PP,0.0,2.3499999999999983
PknF_KO1,TRE6PS,0.0,1000.0
PknF_KO1,TRESULT,0.0,1000.0
PknF_KO1,TREabc,0.0,1000.0
PknF_KO1,TRIATS,0.0,1000.0
PknF_KO1,TRPS1,0.0,0.06336633663366334
PknF_KO1,TRPS2,0.0,0.0435643564356281
PknF_KO1,TRPS3,0.0,0.043564356540059634
PknF_KO1,TRPTA,-1000.0,1000.0
PknF_KO1,TRPt2r,-1000.0,1000.0
PknF_KO1,TSULabc,0.0,1000.0
PknF_KO1,TTDCAt2,0.0,1000.0
PknF_KO1,TYRTA,-1000.0,1000.0
PknF_KO1,TYRt2r,-1000.0,1000.0
PknF_KO1,UAAGDS,0.0,1.174862996954133e-05
PknF_KO1,UAAGLS1,0.0,1000.0
PknF_KO1,UAAGLS2,0.0,1000.0
PknF_KO1,UAGCVT,0.0,1000.0
PknF_KO1,UAGDP,0.0,1000.0
PknF_KO1,UAGPT1,0.0,1000.0
PknF_KO1,UAGPT2,0.0,1000.0
PknF_KO1,UAGPT3,0.0,1000.0
PknF_KO1,UAMAGS,0.0,1000.0
PknF_KO1,UAMAS,0.0,1000.0
PknF_KO1,UAMRH,0.0,1000.0
PknF_KO1,UAPGR,0.0,1000.0
PknF_KO1,UDCPDP,0.0,1000.0
PknF_KO1,UDCPDPS,0.0,1000.0
PknF_KO1,UDPDPS,0.0,1000.0
PknF_KO1,UDPDPS2,0.0,1000.0
